state,institution,state_full,cares_act,omnibus,amer_rescue_act,total_relief,endowment,code
LA,Stage One-The Hair School,Louisiana,189917,0,0,189917,0,2358600
CA,Valley College Of Medical Careers,California,189724,0,0,189724,0,4114500
PR,Monteclaro: Escuela De Hoteleria Y Artes Culinarias,Puerto Rico,36831,55884,97000,189715,0,3414300
NJ,Capri Institute Of Hair Design,New Jersey,189299,0,0,189299,0,907800
FL,Academy Of Career Training,Florida,189286,0,0,189286,0,4126900
WV,Huntington School Of Beauty Culture,West Virginia,189254,0,0,189254,0,757800
CA,Salon Success Academy,California,189064,0,0,189064,0,2211000
NY,Culinary Tech Center,New York,188968,0,0,188968,0,4234300
CA,International College Of Cosmetology,California,188961,0,0,188961,0,4145600
LA,Lasalle Tech,Louisiana,188850,0,0,188850,0,2518300
TX,Salon Professional Academy (The),Texas,188637,0,0,188637,0,4165800
IN,Rogers Academy Of Hair Design,Indiana,188446,0,0,188446,0,2339600
MT,Crevier'S School Of Cosmetology,Montana,188300,0,0,188300,0,4187700
IN,Summit Salon Academy,Indiana,187777,0,0,187777,0,4166700
CA,Platt College - San Diego,California,187377,0,0,187377,0,2304300
CA,Rosemead Beauty School,California,187022,0,0,187022,0,1294200
MD,Maryland Beauty Academy Of Essex,Maryland,186678,0,0,186678,0,2331000
CA,Ukiah Adult School,California,49598,49975,87000,186573,0,4208100
AL,Heritage Christian University,Alabama,25804,58456,102000,186260,0,2199700
CO,Colorado School Of Trades,Colorado,186092,0,0,186092,0,1157200
NY,Yeshiva Ohr Naftoli,New York,38357,53706,94000,186063,0,4264500
NY,American Beauty School,New York,186006,0,0,186006,0,3903400
WA,Summit Salon Academy,Washington,185557,0,0,185557,0,4170100
IA,Wartburg Theological Seminary,Iowa,34289,53189,98000,185478,0,189700
CA,Urban Barber College,California,185408,0,0,185408,0,4270000
TX,Southeast Texas Career Institute,Texas,185252,0,0,185252,0,4036300
MI,School Of Missionary Aviation Technology,Michigan,32257,53894,99000,185151,0,4207000
DC,National Conservatory Of Dramatic Arts,District of Columbia,40522,52603,92000,185125,0,2132800
NY,Atelier Esthetique Institute Of Esthetics,New York,184855,0,0,184855,0,4178700
TX,Fort Worth Beauty School,Texas,184574,0,0,184574,0,2306700
MA,Southern Worcester County Regional Voc School District,Massachusetts,43105,51330,90000,184435,0,4153200
ND,"Josef'S School Of Hair, Skin & Body",North Dakota,184384,0,0,184384,0,1040600
NY,Circle In The Square Theatre School,New York,41430,51823,91000,184253,0,2125500
ID,Aveda Institute Twin Falls,Idaho,184189,0,0,184189,0,987300
CA,Healing Hands School Of Holistic Health,California,183798,0,0,183798,0,4141700
IL,Taylor Business Institute,Illinois,183531,0,0,183531,0,1181000
TN,Williamson Christian College,Tennessee,32878,54341,96000,183219,0,3513500
NV,Expertise Cosmetology Institute,Nevada,183021,0,0,183021,0,3787300
CA,Westminster Theological Seminary In California,California,35790,51530,95000,182320,0,2276800
UT,Broadview University,Utah,182258,0,0,182258,0,1116600
NY,New York Academy Of Art (The),New York,39863,50025,92000,181888,0,2600100
IN,Union Bible College,Indiana,34343,53329,94000,181672,0,4250000
AZ,Tucson College Of Beauty,Arizona,180991,0,0,180991,0,4059300
FL,St. Vincent De Paul Regional Seminary,Florida,40445,49286,91000,180731,0,822300
TX,Cosmetology Academy Of Texarkana,Texas,180042,0,0,180042,0,4224100
WV,Morgantown Beauty College,West Virginia,179773,0,0,179773,0,3102100
OH,Methodist Theological School In Ohio,Ohio,37536,50007,92000,179543,0,307500
IL,National Latino Education Institute,Illinois,40882,50379,88000,179261,0,3128500
MD,Baltimore Studio Of Hair Design,Maryland,179166,0,0,179166,0,2494700
MA,Lowell Academy Hair Styling Institute,Massachusetts,178641,0,0,178641,0,989900
TX,Austin Presbyterian Theological Seminary,Texas,34917,50503,93000,178420,127642000,354400
MI,L'Esprit Academy,Michigan,178333,0,0,178333,0,4158400
MI,Cranbrook Academy Of Art,Michigan,41027,48193,89000,178220,0,224800
NJ,Total Image Beauty Academy,New Jersey,178161,0,0,178161,0,4131200
OH,Salon Institute - Toledo Campus,Ohio,177967,0,0,177967,0,4189100
IL,Universal Spa Training Academy,Illinois,177669,0,0,177669,0,4175000
NY,Webb Institute,New York,41119,48367,88000,177486,66556000,290000
TN,Austin'S Beauty College,Tennessee,177047,0,0,177047,0,4142000
OH,Casal Aveda Institute,Ohio,176993,0,0,176993,0,2560000
VA,"School Board - City Of Va. Beach, Va. Beach School Of Prctl. Nrsg.",Virginia,28074,53783,95000,176857,0,3042800
FL,Academy Of Cosmetology,Florida,176007,0,0,176007,0,2499000
OH,Ohio State Beauty Academy,Ohio,175286,0,0,175286,0,1028000
FL,"Salon Professional Academy - Melbourne, The",Florida,175281,0,0,175281,0,2612700
FL,National Personal Training Institute,Florida,175113,0,0,175113,0,4250500
LA,Pat Goins Benton Road Beauty School,Louisiana,175113,0,0,175113,0,1287900
MD,Aveda Institute Maryland,Maryland,174174,0,0,174174,0,2269700
PA,Greene County Career & Technology Center,Pennsylvania,29535,52623,92000,174158,0,1096300
FL,L3 Commercial Training Solutions Airline Academy,Florida,173310,0,0,173310,0,4157100
CA,Cambridge Junior College,California,172968,0,0,172968,0,3874300
PA,Lancaster School Of Cosmetology & Therapeutic Bodywork,Pennsylvania,172624,0,0,172624,0,2212700
PA,Lansdale School Of Business,Pennsylvania,172490,0,0,172490,0,777900
NY,Aveda Institute New York,New York,172354,0,0,172354,0,3839300
FL,"Mercy Hospital School Of Practical Nursing, A Program Of Plantation Ge",Florida,172183,0,0,172183,0,3099600
AR,Salon Professional Academy (The),Arkansas,172010,0,0,172010,0,4183400
OK,American Institute Of Medical Technology,Oklahoma,171804,0,0,171804,0,4060300
SC,Charleston School Of Law,South Carolina,171674,0,0,171674,0,4096300
UT,Aveda Institute Provo,Utah,171492,0,0,171492,0,4072300
CA,Santa Ana Beauty College,California,171120,0,0,171120,0,4190800
NC,College Of Wilmington,North Carolina,170909,0,0,170909,0,2205000
PR,American Technical Institute,Puerto Rico,170856,0,0,170856,0,4176000
SD,Black Hills Beauty College,South Dakota,170310,0,0,170310,0,2137100
IN,Christian Theological Seminary,Indiana,31256,48815,90000,170071,0,178900
IN,Caris College,Indiana,169712,0,0,169712,0,4274300
MI,Abcott Institute,Michigan,169653,0,0,169653,0,4183300
PR,Seminario Evangelico De Puerto Rico,Puerto Rico,29679,48961,91000,169640,0,2588600
IA,Iowa School Of Beauty,Iowa,169529,0,0,169529,0,826000
MA,Rob Roy Academy,Massachusetts,168757,0,0,168757,0,2181600
CA,National Polytechnic College,California,168452,0,0,168452,0,3910400
NY,Transitions Career Institute School Of Nursing,New York,167929,0,0,167929,0,4270400
PA,Roxborough Memorial Hospital,Pennsylvania,167758,0,0,167758,0,1321400
CA,Palace Beauty College,California,167681,0,0,167681,0,4001300
WA,Paroba College Of Cosmetology,Washington,167414,0,0,167414,0,2184200
AZ,Hds Truck Driving Institute,Arizona,167052,0,0,167052,0,3445300
MA,Hebrew College,Massachusetts,32876,47086,87000,166962,0,215700
CA,Alhambra Beauty College,California,166902,0,0,166902,0,2282300
MI,Elevate Salon Institute,Michigan,166435,0,0,166435,0,4121100
CA,Presidio Graduate School,California,38408,44860,83000,166268,0,4235500
CA,California Career College,California,166258,0,0,166258,0,3974500
CA,Lytle'S Redwood Empire Beauty College,California,166160,0,0,166160,0,1324000
CA,Shasta Bible College And Graduate School,California,26199,50945,89000,166144,0,2359300
PA,Trinity Episcopal School For Ministry,Pennsylvania,27473,48571,90000,166044,0,2299300
ID,Austin Kade Academy,Idaho,165658,0,0,165658,0,4203500
IL,Pivot Point Academy,Illinois,165647,0,0,165647,0,1083600
IL,Phipps Academy Of Barbering,Illinois,165608,0,0,165608,0,4254000
DE,Paul Mitchell The School - Delaware,Delaware,165470,0,0,165470,0,4171100
NY,Salon Professional Academy (The),New York,165215,0,0,165215,0,4151200
FL,Nri Institute Of Health Sciences,Florida,163872,0,0,163872,0,4210800
HI,Hawaii Institute Of Hair Design,Hawaii,163841,0,0,163841,0,2139500
AZ,Arizona School Of Integrative Studies,Arizona,163548,0,0,163548,0,4233100
IN,Lil Lou'S Beauty And Barber College Llc,Indiana,163493,0,0,163493,0,4205500
AR,Paul Mitchell The School Arkansas,Arkansas,163392,0,0,163392,0,792100
CA,Medical Allied Career Center,California,163365,0,0,163365,0,4185600
TX,Baptist Missionary Association Theological Seminary,Texas,20831,51368,91000,163199,0,2331200
IL,Ambria College Of Nursing,Illinois,162885,0,0,162885,0,4124700
CA,"International College Of Beauty, Arts & Sciences",California,162618,0,0,162618,0,4186900
TN,Memphis College Of Art,Tennessee,162346,0,0,162346,0,350700
CA,Victory Career College,California,162289,0,0,162289,0,4273300
TX,Texas Beauty College,Texas,162091,0,0,162091,0,4158500
NJ,Yeshiva Gedolah Zichron Leyma,New Jersey,31665,47403,83000,162068,0,4192400
NJ,Universal Training Institute,New Jersey,162039,0,0,162039,0,4216000
TX,Houston International College Cardiotech Ultrasound School,Texas,161545,0,0,161545,0,4138500
MN,Nova Academy Of Cosmetology,Minnesota,160801,0,0,160801,0,4157600
AL,New Beginning College Of Cosmetology,Alabama,160764,0,0,160764,0,4187200
NC,Hood Theological Seminary,North Carolina,31336,45372,84000,160708,0,3663300
CA,California Institute Of Advanced Management,California,15039,50997,94000,160036,0,4250600
NJ,Saint Francis Medical Center,New Jersey,23963,48506,87000,159469,0,642900
AR,Searcy Beauty College,Arkansas,159333,0,0,159333,0,2569600
MO,Cass Career Center,Missouri,37739,44056,77000,158795,0,2313000
CA,Universal Healthcare Careers College,California,158672,0,0,158672,0,4245500
WV,B M Spurr School Of Practical Nursing,West Virginia,31232,46255,81000,158487,0,1235900
PA,Ohio Valley General Hospital School Of Nursing,Pennsylvania,21308,49080,88000,158388,0,656000
LA,Diesel Driving Academy,Louisiana,158043,0,0,158043,0,2260200
MO,Kenrick - Glennon Seminary,Missouri,29970,45065,83000,158035,0,247600
CA,Galaxy Medical College,California,157375,0,0,157375,0,4159600
MO,Eden Theological Seminary,Missouri,31134,44241,82000,157375,0,246200
MI,Michigan College Of Beauty-Monroe,Michigan,157293,0,0,157293,0,2324500
NY,Carsten Institute Of Cosmetology,New York,157005,0,0,157005,0,3097800
CA,California Barber And Beauty College,California,156711,0,0,156711,0,4237800
UT,Barber School (The) By Tim Hite,Utah,156033,0,0,156033,0,4192700
CA,Diamond Beauty College,California,155896,0,0,155896,0,4195200
AZ,Regional Center For Border Health,Arizona,13967,49729,92000,155696,0,4237700
VA,Tomorrow'S Image Barber & Beauty Academy Of Virginia,Virginia,155646,0,0,155646,0,4179900
MO,Salon Professional Academy (The),Missouri,155262,0,0,155262,0,4170600
UT,American Beauty Academy,Utah,155076,0,0,155076,0,4169900
CA,Lawrence & Company College Of Cosmetology,California,154888,0,0,154888,0,4212000
OH,Tri-State Bible College,Ohio,25800,46738,82000,154538,0,3475400
NJ,Robert Fiance Beauty Schools,New Jersey,154526,0,0,154526,0,2528200
GA,International School Of Skin And Nailcare,Georgia,154203,0,0,154203,0,2520000
MO,City Pointe Beauty Academy,Missouri,153715,0,0,153715,0,4218400
CA,North Adrian'S College Of Beauty,California,153436,0,0,153436,0,718700
MI,Paul Mitchell The School Grand Rapids,Michigan,153424,0,0,153424,0,4230500
FL,Asm Beauty World Academy,Florida,153271,0,0,153271,0,3012300
CA,"Acupuncture And Integrative Medicine College, Berkeley",California,31425,42818,79000,153243,0,3327400
MT,Montana Academy Of Salons,Montana,152333,0,0,152333,0,4164100
IL,Hair Professionals School Of Cosmetology,Illinois,152298,0,0,152298,0,2262100
DC,Dominican House Of Studies,District of Columbia,30552,42675,79000,152227,0,1280300
WI,Salon Professional Academy (The),Wisconsin,152081,0,0,152081,0,4157700
VA,American Massage & Bodywork Institute,Virginia,151958,0,0,151958,0,4276300
WV,Charleston School Of Beauty Culture,West Virginia,151472,0,0,151472,0,2178200
AR,Arthur'S Beauty College,Arkansas,151409,0,0,151409,0,2538500
MT,Bold Beauty Academy,Montana,151384,0,0,151384,0,3763400
LA,"Guy'S Academy Hair, Skin & Nails",Louisiana,151266,0,0,151266,0,2582200
OK,Broken Arrow Beauty College,Oklahoma,150425,0,0,150425,0,2256200
TX,Vogue College Of Cosmetology,Texas,150129,0,0,150129,0,4178300
MA,Jolie Hair And Beauty Academy,Massachusetts,150088,0,0,150088,0,3205400
TX,Diamonds Cosmetology College,Texas,149983,0,0,149983,0,4169100
TX,Vocational Nursing Institute (The),Texas,17734,48103,84000,149837,0,4239700
OH,International College Of Broadcasting,Ohio,149705,0,0,149705,0,1313200
CA,Design Institute Of San Diego,California,149639,0,0,149639,0,2298000
FL,Paul Mitchell The School Miami,Florida,149326,0,0,149326,0,4120400
WI,Salon Professional Academy Of Kenosha (The),Wisconsin,149246,0,0,149246,0,4183600
NH,Empire Beauty Schools,New Hampshire,149165,0,0,149165,0,2179600
NY,Island Drafting & Technical Institute,New York,149013,0,0,149013,0,737500
PA,Hazleton Area Career Center,Pennsylvania,33666,42190,73000,148856,0,2554500
TX,Salon & Spa Institute,Texas,148644,0,0,148644,0,4169000
UT,Renaissance Academie,Utah,148303,0,0,148303,0,4153000
GA,Toni & Guy Hairdressing Academy,Georgia,147974,0,0,147974,0,2321400
CA,Citrus Heights Beauty College,California,147682,0,0,147682,0,2178700
IL,Northern Baptist Theological Seminary,Illinois,16994,45653,84000,146647,0,173600
GA,Keune Academy By 124,Georgia,146504,0,0,146504,0,4150900
WA,Victoria'S Academy Of Cosmetology,Washington,146462,0,0,146462,0,4127200
FL,Suncoast Technical Education Center,Florida,17940,46513,82000,146453,0,4270800
CA,Pci College,California,146325,0,0,146325,0,3479300
MA,Boston Graduate School Of Psychoanalysis,Massachusetts,25606,42390,78000,145996,0,3194300
MA,Millennium Training Institute,Massachusetts,145817,0,0,145817,0,4128000
IL,Salon Professional Academy (The),Illinois,145367,0,0,145367,0,4189200
CA,Lyle'S College Of Beauty,California,145271,0,0,145271,0,714200
NJ,Artistic Academy Of Hair Design (The),New Jersey,144984,0,0,144984,0,2525900
FL,Future-Tech Institute,Florida,144916,0,0,144916,0,4116400
WI,First Class Cosmetology School,Wisconsin,144868,0,0,144868,0,4182100
LA,Digital Media Institute At Intertech,Louisiana,19224,45578,80000,144802,0,4260500
NY,Modern Welding School,New York,143813,0,0,143813,0,2275900
NY,Arrojo Cosmetology School,New York,143683,0,0,143683,0,4223100
WA,Bj'S Beauty & Barber College,Washington,143520,0,0,143520,0,2541900
TN,Edumed Partners,Tennessee,143284,0,0,143284,0,4246300
WV,John D. Rockefeller Iv Career Center,West Virginia,15141,46804,81000,142945,0,3734300
CO,Salon Professional Academy (The),Colorado,142706,0,0,142706,0,2165200
NY,New York Institute Of Beauty,New York,142667,0,0,142667,0,4210700
OH,Great Lakes Truck Driving School,Ohio,142439,0,0,142439,0,4205100
VA,Chrysm Institute Of Esthetics (The),Virginia,142024,0,0,142024,0,4220400
GA,New Horizons Medical Institute,Georgia,141871,0,0,141871,0,4221100
NJ,Paul Mitchell The School - Jersey Shore,New Jersey,141637,0,0,141637,0,4218200
TX,Episcopal Theological Seminary Of The Southwest (The),Texas,29097,39401,73000,141498,0,356600
CT,Ricci'S Toni & Guy Hairdressing Academy/ Tigi Creative School,Connecticut,141397,0,0,141397,0,4230900
MI,Western Theological Seminary,Michigan,24397,40937,76000,141334,0,233100
WI,Sacred Heart Seminary And School Of Theology,Wisconsin,28515,39714,73000,141229,0,2078000
FL,Loraines Academy & Spa,Florida,141007,0,0,141007,0,1016100
PA,Evangelical Theological Seminary,Pennsylvania,20659,42286,78000,140945,0,326300
MS,Traxler'S School Of Hair,Mississippi,140747,0,0,140747,0,3263300
FL,Summit Salon Academy - Gainesville,Florida,140570,0,0,140570,0,4163100
CA,Pardee Rand Graduate School,California,29679,38823,72000,140502,0,1044100
OH,"North Coast College, The",Ohio,140180,0,0,140180,0,1289600
CO,Rolf Institute Of Structural Integration (The),Colorado,23419,40573,76000,139992,0,4172500
TX,Neecee'S Barber College,Texas,139821,0,0,139821,0,4231200
NM,Universal Therapeutic Massage Institute,New Mexico,139681,0,0,139681,0,3430300
NY,Westchester School For Dental Assistants,New York,139681,0,0,139681,0,4225500
TN,Vibe Barber College,Tennessee,139552,0,0,139552,0,4215200
FL,San Ignacio University,Florida,139442,0,0,139442,0,4216900
PA,Premier Barber Institute,Pennsylvania,139299,0,0,139299,0,4252300
CA,Southern States University,California,139085,0,0,139085,0,4195500
IL,Douglas J Aveda Institute-Chicago,Illinois,138888,0,0,138888,0,4141000
WA,Northwest College Of Art & Design,Washington,138482,0,0,138482,0,2602100
FL,Parisian Spa Institute,Florida,138096,0,0,138096,0,4225000
OH,Payne Theological Seminary,Ohio,25666,39396,73000,138062,0,1001700
FL,Florida Academy Of Health & Beauty,Florida,137965,0,0,137965,0,3823300
AR,Designer Barber & Stylist School,Arkansas,137801,0,0,137801,0,4220000
VA,Southside College Of Health Sciences,Virginia,137088,0,0,137088,0,1274400
IL,Networks Barber College,Illinois,136724,0,0,136724,0,4224400
TX,Ucas University Of Cosmetology Arts & Sciences,Texas,136263,0,0,136263,0,3011800
IL,Estelle International,Illinois,136220,0,0,136220,0,4174900
MO,Healing Arts Center,Missouri,136151,0,0,136151,0,4130600
VA,Bethel College,Virginia,19542,42577,74000,136119,0,4153800
TX,Hands On Therapy,Texas,135777,0,0,135777,0,3970300
FL,Medical Institute Of Palm Beach,Florida,135341,0,0,135341,0,4148500
VT,Marlboro College,Vermont,135285,0,0,135285,0,369000
OR,Johnny Matthew'S Hairdressing Training School,Oregon,135109,0,0,135109,0,4266300
LA,John Jay Beauty College,Louisiana,135023,0,0,135023,0,2265600
NJ,Garden State Science And Technology Institute,New Jersey,134873,0,0,134873,0,4243300
